20	294
21	299
23	304
24	309
24	314
25	319
26	324
26	329
27	334
27	339
28	344
30	349
31	354
32	359
34	364
35	369
36	374
38	379
41	384
46	389
50	394
54	399
59	403
64	406
69	410
74	413
79	417
84	419
89	421
94	422
99	424
104	426
109	426
114	426
119	426
124	426
129	425
134	425
139	425
144	425
149	424
154	424
159	424
164	423
169	423
174	423
179	422
184	422
189	422
194	422
199	422
204	421
209	421
214	421
219	421
224	420
229	420
234	419
239	418
244	418
249	417
254	416
259	413
264	410
269	407
274	404
276	399
278	394
279	389
281	384
282	379
284	374
285	369
287	364
288	359
290	354
291	349
293	344
294	339
296	334
297	329
299	324
300	319
301	314
302	309
304	304
305	299
306	294
307	289
309	284
309	279
305	274
302	269
298	265
293	266
288	266
283	267
278	268
274	272
270	277
266	282
264	287
261	292
258	297
256	302
253	307
248	310
243	312
238	315
233	317
228	316
223	315
218	315
213	314
208	313
203	312
198	311
193	311
188	310
183	310
178	311
173	312
168	314
163	315
158	316
153	316
148	317
143	317
138	318
133	318
128	317
123	317
118	316
113	316
108	314
103	310
98	307
93	304
90	299
86	294
83	289
80	284
76	279
73	274
69	272
64	271
59	269
54	268
49	267
44	267
39	271
34	275
29	279
24	283
19	287
