82	240
84	235
86	230
87	225
89	220
91	215
92	210
94	205
96	200
98	195
99	190
103	185
107	180
111	175
116	170
120	165
124	160
129	155
134	152
139	149
144	146
149	143
154	141
159	142
164	144
169	146
174	147
176	152
179	157
181	162
183	167
186	172
188	177
190	182
193	187
195	192
197	197
200	202
202	207
205	212
207	217
209	222
210	227
211	232
212	237
212	242
213	247
215	252
216	257
218	262
219	267
221	272
222	277
224	282
225	287
227	292
230	297
232	302
234	307
237	312
239	317
242	322
245	327
248	332
251	337
254	342
257	347
260	352
264	357
269	362
274	367
278	372
283	377
288	382
293	385
298	388
303	391
308	394
313	398
318	400
323	401
328	403
333	405
338	407
343	409
348	411
353	412
358	413
363	414
368	415
373	417
378	418
383	419
388	420
393	421
398	422
403	424
408	425
413	425
418	425
423	425
428	426
433	426
438	426
443	427
448	427
453	427
458	427
463	428
468	428
473	428
478	428
483	428
488	428
493	427
498	427
503	427
508	427
513	426
518	426
523	426
528	426
533	426
538	425
543	424
548	423
553	422
558	422
563	421
568	420
573	419
578	418
583	417
588	416
593	414
598	413
603	411
608	410
613	408
618	407
623	405
628	402
633	400
638	398
643	396
648	393
653	391
658	388
663	384
668	381
673	377
678	374
682	369
685	364
688	359
691	354
694	349
696	344
698	339
700	334
702	329
704	324
706	319
708	314
710	309
711	304
713	299
714	294
716	289
717	284
719	279
721	274
722	269
724	264
725	259
727	254
728	249
729	244
731	239
732	234
734	229
735	224
737	219
738	214
740	209
742	204
744	199
746	194
747	189
750	184
752	179
754	174
757	169
759	164
762	159
764	154
767	149
770	144
773	139
777	134
782	132
787	129
792	127
797	124
802	125
807	125
812	126
817	127
822	127
827	130
832	132
837	135
842	137
846	141
849	146
852	151
856	156
859	161
861	166
864	171
867	176
869	181
870	186
872	191
873	196
875	201
878	206
880	211
882	216
884	221
888	226
893	231
896	236
898	241
900	246
902	251
904	256
905	261
906	266
906	271
906	276
907	281
907	286
907	291
907	296
906	301
904	306
903	311
902	316
900	321
899	326
898	331
896	336
893	341
890	346
887	351
884	356
881	361
878	366
875	371
872	376
868	381
864	386
860	391
856	396
852	401
848	406
844	411
841	416
837	421
833	426
829	431
826	436
822	441
819	446
815	451
811	456
807	461
803	466
799	471
794	476
790	481
786	486
782	491
777	496
773	501
769	506
764	511
759	515
754	519
749	524
744	528
739	532
734	536
729	540
724	544
719	547
714	550
709	554
704	557
699	560
694	563
689	567
684	570
679	572
674	573
669	575
664	577
659	579
654	581
649	582
644	584
639	586
634	587
629	588
624	589
619	589
614	590
609	591
604	592
599	592
594	593
589	594
584	594
579	595
574	595
569	595
564	595
559	595
554	595
549	596
544	596
539	596
534	596
529	596
524	595
519	595
514	595
509	595
504	595
499	595
494	595
489	595
484	594
479	594
474	594
469	594
464	594
459	594
454	594
449	594
444	593
439	593
434	593
429	593
424	593
419	593
414	593
409	593
404	592
399	592
394	592
389	592
384	592
379	592
374	592
369	591
364	591
359	591
354	590
349	589
344	589
339	588
334	587
329	587
324	586
319	583
314	580
309	577
304	574
299	571
294	568
289	565
284	562
279	559
274	554
269	550
264	546
259	541
254	537
249	533
244	529
239	524
234	520
229	516
224	511
220	507
215	502
210	497
205	492
201	487
196	482
191	477
187	472
182	467
178	462
173	457
169	452
165	447
160	442
156	437
152	432
147	427
144	422
142	417
139	412
137	407
135	402
132	397
130	392
128	387
125	382
123	377
121	372
118	367
116	362
114	357
112	352
109	347
107	342
105	337
104	332
102	327
100	322
98	317
96	312
94	307
93	302
91	297
89	292
87	287
87	282
86	277
85	272
85	267
84	262
84	257
83	252
82	247
