46	202
50	212
55	221
65	230
75	238
85	247
95	256
105	264
115	273
125	281
135	287
145	293
155	300
165	306
175	313
185	319
195	325
205	331
215	337
225	343
235	348
245	354
255	360
265	366
275	371
285	377
295	381
305	385
315	389
325	394
335	398
345	402
355	406
365	410
375	414
385	419
395	422
405	424
415	426
425	428
435	430
445	432
455	433
465	435
475	436
485	437
495	439
505	440
515	441
525	441
535	442
545	442
555	442
565	442
575	442
585	443
595	443
605	443
615	443
625	443
635	443
645	443
655	443
665	443
675	443
685	444
695	444
705	444
715	444
725	444
735	444
745	443
755	442
765	442
775	441
785	441
795	440
805	439
815	439
825	438
835	437
845	436
855	434
865	432
875	431
885	429
895	427
905	425
915	422
925	420
935	417
945	415
955	412
965	410
975	407
985	404
995	401
1005	397
1015	394
1025	391
1035	387
1045	384
1055	381
1065	376
1075	371
1085	365
1095	360
1105	354
1115	349
1125	344
1135	338
1145	333
1155	327
1165	322
1175	316
1185	310
1195	304
1205	298
1215	292
1225	287
1235	280
1245	272
1255	264
1265	257
1275	249
1285	241
1295	234
1305	226
1315	218
1325	209
1335	200
1345	191
1355	182
1365	172
1374	162
1384	152
1391	142
1391	132
1390	122
1390	112
1390	102
1390	92
1383	83
1373	75
1363	67
1353	59
1343	51
1333	50
1323	49
1313	47
1303	47
1293	47
1283	48
1273	48
1263	48
1253	54
1243	61
1233	68
1223	74
1213	81
1203	87
1193	94
1184	102
1175	112
1167	122
1158	132
1149	141
1139	149
1129	157
1119	165
1109	173
1099	180
1089	187
1079	194
1069	200
1059	205
1049	210
1039	214
1029	218
1019	222
1009	225
999	229
989	232
979	236
969	239
959	242
949	245
939	249
929	252
919	255
909	258
899	258
889	259
879	259
869	260
859	261
849	261
839	262
829	263
819	263
809	264
799	265
789	265
779	266
769	267
759	267
749	268
739	269
729	270
719	270
709	271
699	271
689	272
679	272
669	273
659	273
649	273
639	274
629	274
619	275
609	275
599	275
589	275
579	276
569	276
559	276
549	276
539	276
529	275
519	275
509	275
499	275
489	275
479	275
469	272
459	269
449	265
439	262
429	258
420	248
411	238
402	228
394	218
385	208
376	198
368	188
365	178
361	168
358	158
354	148
350	138
344	128
337	118
330	108
324	98
317	89
307	84
297	79
287	74
277	71
267	71
257	70
247	69
237	68
227	68
217	67
207	66
197	65
187	66
177	67
167	68
157	68
147	69
137	70
127	71
117	75
107	79
97	83
87	88
77	97
67	107
57	117
52	127
49	137
46	147
44	157
43	167
43	177
42	187
