288	248
293	258
299	268
304	278
310	288
315	298
320	308
325	318
330	328
335	338
339	348
344	358
349	368
353	378
360	386
370	392
380	398
390	401
400	403
410	405
420	407
430	409
440	410
450	409
460	408
470	408
480	407
490	406
500	406
510	405
520	405
530	404
540	404
550	403
560	401
570	394
580	387
590	380
595	371
599	361
602	351
605	341
605	331
604	321
603	311
603	301
601	291
597	281
593	271
589	261
582	251
575	241
569	231
562	221
563	211
572	201
582	200
592	200
602	199
612	199
622	199
632	199
642	199
652	198
662	198
672	198
682	197
692	196
702	195
712	193
722	192
732	191
742	190
752	189
762	190
772	191
782	193
792	195
802	198
812	208
821	218
825	228
828	238
829	248
828	258
827	268
827	278
826	288
824	298
823	308
822	318
823	328
823	338
824	348
825	358
831	368
837	378
843	387
853	392
863	397
873	401
883	403
893	404
903	404
913	405
923	405
933	405
943	404
953	404
963	403
973	402
983	402
993	401
1003	400
1013	398
1023	395
1033	392
1043	388
1053	385
1063	382
1073	378
1083	372
1093	362
1103	352
1113	342
1123	333
1126	323
1129	313
1131	303
1134	293
1136	283
1135	273
1133	263
1131	253
1129	243
1127	233
1125	223
1116	213
1107	203
1099	193
1090	183
1081	173
1072	163
1063	153
1053	143
1044	133
1034	123
1024	116
1014	109
1004	101
994	94
984	90
974	87
964	84
954	81
944	78
934	78
924	77
914	76
904	76
894	75
884	75
874	74
864	74
854	74
844	73
834	73
824	73
814	73
804	72
794	71
784	70
774	69
764	68
754	67
744	67
734	66
724	66
714	65
704	65
694	65
684	65
674	65
664	64
654	64
644	65
634	66
624	67
614	68
604	69
594	70
584	71
574	71
564	71
554	71
544	71
534	71
524	71
514	71
504	71
494	71
484	71
474	72
464	72
454	72
444	72
434	74
424	76
414	77
404	79
394	81
384	83
374	84
364	87
354	93
344	99
334	105
324	111
316	118
311	128
306	138
302	148
297	158
293	168
292	178
290	188
289	198
288	208
286	218
285	228
283	238
